,Property Id,Property Name,Postal Code,Source EUI (kBtu/ftå_),Number of Buildings - Self-reported,Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (ftå_),Year Built,Metered Areas (Energy),ENERGY STAR Score,Median Income for Zip,building_type,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,ENERGY STAR binned,binned source EUI
187,"5,834,269",231 West 149th Street,10039,132.6,1,Manhattan,Multifamily Housing,72806.0,1928,Whole Building,43.0,17370.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
188,"5,834,270",210 West 150th Street,10039,140.1,1,Manhattan,Multifamily Housing,74549.0,1928,Whole Building,6.0,17370.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
189,"5,834,277",2802 Fred Douglas Boulevard,10039,171.7,1,Manhattan,Multifamily Housing,96602.0,1928,Whole Building,13.0,17370.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
190,"5,834,279",230 West 150th Street,10039,196.0,1,Manhattan,Multifamily Housing,61782.0,1928,Whole Building,1.0,17370.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
194,"4,440,047",Third Housing Company Inc.,11365,95.6,12,Queens,Multifamily Housing,735000.0,1953,Whole Building,96.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
196,"4,442,600",Third Hsg Bldg #2,11365,69.2,1,Queens,Multifamily Housing,17500.0,1953,Whole Building,,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
197,"4,442,615",Third Hsg Bldg #3,11365,67.5,1,Queens,Multifamily Housing,70000.0,1953,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
199,"4,442,623",Third Hsg Bldg #5,11365,66.8,1,Queens,Multifamily Housing,70000.0,1953,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
200,"4,442,643",Third Hsg Bldg #6,11365,68.2,1,Queens,Multifamily Housing,70000.0,1953,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
201,"4,442,657",Third Hsg Bldg #7,11365,73.7,1,Queens,Multifamily Housing,70000.0,1953,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
207,"4,442,227",First Housing Company Inc.,11365,86.0,7,Queens,Multifamily Housing,350000.0,1953,Whole Building,98.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
209,"4,442,287",First Hsg Bldg #2,11365,162.3,1,Queens,Multifamily Housing,70000.0,1953,Whole Building,36.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,High
211,"4,442,343",First Hsg Bldg #4,11365,136.5,1,Queens,Multifamily Housing,70000.0,1953,Whole Building,69.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
215,"4,442,823",Second Housing Company Inc,11365,83.4,12,Queens,Multifamily Housing,665000.0,1955,Whole Building,99.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
216,"4,442,382",Second Hsg Bldg #1,11365,62.4,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
218,"4,442,385",Second Hsg Bldg #2,11365,48.5,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
219,"4,442,391",Second Hsg Bldg #3,11365,1.7,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
220,"4,442,402",Second Hsg Bldg #4,11365,71.7,1,Queens,Multifamily Housing,35000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
221,"4,442,416",Second Hsg Bldg #5,11365,51.3,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
222,"4,442,421",Second Hsg Bldg #6,11365,62.9,1,Queens,Multifamily Housing,35000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
223,"4,442,424",Second Hsg Bldg #7,11365,38.4,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
225,"4,442,434",Second Hsg Bldg #9,11365,40.4,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
226,"4,442,469",Second Hsg Bldg #10,11365,72.4,1,Queens,Multifamily Housing,17500.0,1955,Whole Building,,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
227,"4,442,477",Second Hsg Bldg #11,11365,59.8,1,Queens,Multifamily Housing,70000.0,1955,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
228,"4,442,517",Second Hsg Bldg #12,11365,74.8,1,Queens,Multifamily Housing,17500.0,1955,Whole Building,,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Low
229,"4,442,829",Fourth Housing Company Inc.,11365,81.3,5,Queens,Multifamily Housing,350000.0,1954,Whole Building,99.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
230,"4,442,724",Fourth Hsg Bldg #1,11365,58.3,1,Queens,Multifamily Housing,70000.0,1954,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
231,"4,442,746",Fourth Hsg Bldg #2,11365,71.0,1,Queens,Multifamily Housing,70000.0,1954,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
232,"4,442,768",Fourth Hsg Bldg #3,11365,49.1,1,Queens,Multifamily Housing,70000.0,1954,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
234,"4,442,779",Fourth Hsg Bldg #5,11365,46.1,1,Queens,Multifamily Housing,70000.0,1954,Whole Building,100.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
235,"4,442,836",Fifth Housing Company Inc,11365,129.7,2,Queens,Multifamily Housing,291876.0,1966,Whole Building,68.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
236,"4,442,797",Fifth Hsg Bldg #1,11365,128.2,1,Queens,Multifamily Housing,145938.0,1966,Whole Building,68.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
237,"4,442,800",Fifth Hsg Bldg #2,11365,131.1,1,Queens,Multifamily Housing,145938.0,1966,Whole Building,65.0,63455.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
238,"4,455,730",Harry Silver Housing,11203,123.4,3,Brooklyn,Multifamily Housing,316000.0,1953,Whole Building,65.0,37341.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
242,"4,474,039",WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,10310,169.7,17,Staten Island,Multifamily Housing,608360.0,1962,Whole Building,26.0,46198.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
243,"2,831,251",WEST BRIGHTON I,10310,86.6,1,Staten Island,Multifamily Housing,534260.0,1962,Whole Building,98.0,46198.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
244,"2,831,252",WEST BRIGHTON II,10310,107.1,1,Staten Island,Multifamily Housing,74100.0,1962,Whole Building,89.0,46198.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
245,"3,128,127",WEST BRIGHTON I/WEST BRIGHTON II,10310,93.4,1,Staten Island,Multifamily Housing,608360.0,1962,Whole Building,95.0,46198.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
246,"4,483,287",Fieldston School Building,10471,142.9,14,Bronx,K-12 School,322505.0,1928,Whole Building,49.0,56488.0,primary school,0.5633509884009841,0.04116741609802804,0.05680487716193777,0.0,0.48871004884434044,0.29887161089362113,0.04756202504029961,0.01675979007841759,0.14809894918006958,0.6019298056187021,Moderate,Moderate
251,"4,517,383",Jalen: 134-30 Franklin Ave (Parent),11355,89.0,3,Queens,Multifamily Housing,205264.0,1952,Whole Building,93.0,38370.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
253,"4,820,364",AAR: 147-35 38th Ave (Parent),11354,57.8,3,Queens,Multifamily Housing,233877.0,1950,Whole Building,100.0,46650.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
258,"4,905,775",Beech Hills Corp 1 Site 1,11362,124.7,3,Queens,Multifamily Housing,124200.0,1951,Whole Building,39.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
259,"4,905,795",Beech Hills Corp 2 Site 2,11362,143.9,3,Queens,Multifamily Housing,149406.0,1951,Whole Building,29.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
260,"4,905,835",Beech Hills Corp 2 Site 3,11362,145.2,2,Queens,Multifamily Housing,109562.0,1951,Whole Building,26.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
261,"4,905,862",Beech Hills Corp 3 Site 4,11362,134.8,4,Queens,Multifamily Housing,176032.0,1951,Whole Building,36.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
263,"4,905,873",Beech Hills Corp 3 Site 5,11362,122.0,2,Queens,Multifamily Housing,103032.0,1951,Whole Building,58.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
264,"4,907,667",Deepdale Corp 1 Cluster C,11362,165.5,3,Queens,Multifamily Housing,151492.0,1953,Whole Building,17.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
265,"4,907,678",Deepdale Corp 1 Cluster D,11362,169.2,3,Queens,Multifamily Housing,156144.0,1953,Whole Building,14.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
266,"4,907,681",Deepdale Corp 2 Cluster E,11362,165.1,3,Queens,Multifamily Housing,146484.0,1953,Whole Building,17.0,80828.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
269,"4,917,990",404 Lafayette Street,10003,26.1,2,Manhattan,College/University,178714.6,1900,Whole Building,,60891.0,secondary education,0.911872181752174,0.04816029984403857,0.03996751840378741,0.0,0.428321302233511,0.2209095144889299,0.17995425513134528,0.013435987571132691,0.15737894057508112,0.5396774905612834,Not Available,Low
271,"4,919,900",Chelsea Gardens Apartments,10011,124.4,2,Manhattan,Multifamily Housing,159090.0,1939,Whole Building,49.0,61986.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
272,"2,604,396",255 West 23rd Street,10011,130.8,1,Manhattan,Multifamily Housing,69545.0,1939,Whole Building,53.0,61986.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
273,"2,604,537",250 West 24th Street,10011,118.0,1,Manhattan,Multifamily Housing,79545.0,1939,Whole Building,55.0,61986.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
274,"4,920,190",Mason Avenue Holdings Corp,10314,158.7,2,Staten Island,Retail Store,64296.0,1994,Not Available,,59560.0,retail,1.0,0.0,0.0,0.0023389013690731965,0.6135971759125795,0.10813883283382378,0.1879932770183903,0.0,0.08792637356062379,0.6223620693157121,Not Available,Moderate
275,"3,526,663",Building B,10314,90.9,1,Staten Island,Retail Store,64296.0,1994,Whole Building,94.0,59560.0,retail,1.0,0.0,0.0,0.0023389013690731965,0.6135971759125795,0.10813883283382378,0.1879932770183903,0.0,0.08792637356062379,0.6223620693157121,High,Low
